TBLID,GEOID,GEONAME,PROFLN,ESTIMATE,MG_ERROR
R2510,310M600US41860,"San Francisco-Oakland-Berkeley, CA Metro Area",87,"1,042,300","+/-9,600"
R2510,310M600US41900,"San Germán, PR Metro Area",87,"96,300","+/-3,757"
R2510,310M600US41940,"San Jose-Sunnyvale-Santa Clara, CA Metro Area",87,"1,237,800","+/-15,818"
R2510,310M600US41980,"San Juan-Bayamón-Caguas, PR Metro Area",87,"122,100","+/-1,560"
R2510,310M600US42020,"San Luis Obispo-Paso Robles, CA Metro Area",87,"695,500","+/-20,315"
R2510,310M600US42100,"Santa Cruz-Watsonville, CA Metro Area",87,"922,300","+/-32,425"
R2510,310M600US42140,"Santa Fe, NM Metro Area",87,"362,200","+/-14,754"
R2510,310M600US42200,"Santa Maria-Santa Barbara, CA Metro Area",87,"669,000","+/-29,237"
R2510,310M600US42220,"Santa Rosa-Petaluma, CA Metro Area",87,"718,500","+/-12,543"
R2510,310M600US42340,"Savannah, GA Metro Area",87,"238,200","+/-10,021"
R2510,310M600US42540,"Scranton--Wilkes-Barre, PA Metro Area",87,"159,100","+/-4,354"
R2510,310M600US42620,"Searcy, AR Micro Area",87,"150,800","+/-15,258"
R2510,310M600US42660,"Seattle-Tacoma-Bellevue, WA Metro Area",87,"638,400","+/-5,253"
R2510,310M600US42680,"Sebastian-Vero Beach, FL Metro Area",87,"279,400","+/-17,001"
R2510,310M600US42700,"Sebring-Avon Park, FL Metro Area",87,"164,500","+/-7,680"
R2510,310M600US42860,"Seneca, SC Micro Area",87,"189,200","+/-10,808"
R2510,310M600US42940,"Sevierville, TN Micro Area",87,"234,600","+/-22,967"
R2510,310M600US43060,"Shawnee, OK Micro Area",87,"145,200","+/-11,810"
R2510,310M600US43100,"Sheboygan, WI Metro Area",87,"197,500","+/-8,003"
R2510,310M600US43140,"Shelby, NC Micro Area",87,"142,100","+/-18,131"
R2510,310M600US43220,"Shelton, WA Micro Area",87,"360,700","+/-22,112"
R2510,310M600US43300,"Sherman-Denison, TX Metro Area",87,"222,900","+/-18,179"
R2510,310M600US43320,"Show Low, AZ Micro Area",87,"161,100","+/-8,153"
R2510,310M600US43340,"Shreveport-Bossier City, LA Metro Area",87,"175,200","+/-11,560"
R2510,310M600US43420,"Sierra Vista-Douglas, AZ Metro Area",87,"175,000","+/-9,806"
R2510,310M600US43580,"Sioux City, IA-NE-SD Metro Area",87,"159,300","+/-5,641"
R2510,310M600US43620,"Sioux Falls, SD Metro Area",87,"256,700","+/-10,668"
R2510,310M600US43700,"Somerset, KY Micro Area",87,"146,200","+/-19,475"
R2510,310M600US43740,"Somerset, PA Micro Area",87,"115,300","+/-8,691"
R2510,310M600US43780,"South Bend-Mishawaka, IN-MI Metro Area",87,"163,700","+/-5,463"
R2510,310M600US43900,"Spartanburg, SC Metro Area",87,"193,300","+/-6,470"
R2510,310M600US44060,"Spokane-Spokane Valley, WA Metro Area",87,"351,600","+/-7,834"
R2510,310M600US44100,"Springfield, IL Metro Area",87,"155,100","+/-6,803"
R2510,310M600US44140,"Springfield, MA Metro Area",87,"277,600","+/-4,938"
R2510,310M600US44180,"Springfield, MO Metro Area",87,"194,100","+/-5,925"
R2510,310M600US44220,"Springfield, OH Metro Area",87,"144,500","+/-6,641"
R2510,310M600US44300,"State College, PA Metro Area",87,"273,700","+/-15,891"
R2510,310M600US44340,"Statesboro, GA Micro Area",87,"171,100","+/-23,590"
R2510,310M600US44420,"Staunton, VA Metro Area",87,"245,200","+/-14,144"
R2510,310M600US44620,"Stevens Point, WI Micro Area",87,"190,100","+/-7,734"
R2510,310M600US44660,"Stillwater, OK Micro Area",87,"198,700","+/-27,150"
R2510,310M600US44700,"Stockton, CA Metro Area",87,"457,600","+/-8,356"
R2510,310M600US44940,"Sumter, SC Metro Area",87,"146,000","+/-12,500"
R2510,310M600US44980,"Sunbury, PA Micro Area",87,"144,500","+/-14,543"
R2510,310M600US45060,"Syracuse, NY Metro Area",87,"164,000","+/-2,980"
R2510,310M600US45180,"Talladega-Sylacauga, AL Micro Area",87,"103,400","+/-14,222"
R2510,310M600US45220,"Tallahassee, FL Metro Area",87,"223,700","+/-9,423"
R2510,310M600US45300,"Tampa-St. Petersburg-Clearwater, FL Metro Area",87,"279,600","+/-3,431"
R2510,310M600US45460,"Terre Haute, IN Metro Area",87,"121,400","+/-6,114"
R2510,310M600US45500,"Texarkana, TX-AR Metro Area",87,"140,800","+/-14,764"
R2510,310M600US45540,"The Villages, FL Metro Area",87,"323,200","+/-17,269"
R2510,310M600US45780,"Toledo, OH Metro Area",87,"155,900","+/-4,325"
R2510,310M600US45820,"Topeka, KS Metro Area",87,"154,800","+/-6,343"
R2510,310M600US45860,"Torrington, CT Micro Area",87,"300,100","+/-13,418"
R2510,310M600US45900,"Traverse City, MI Micro Area",87,"270,700","+/-13,316"
R2510,310M600US45940,"Trenton-Princeton, NJ Metro Area",87,"311,900","+/-14,204"
R2510,310M600US46020,"Truckee-Grass Valley, CA Micro Area",87,"575,300","+/-25,870"
R2510,310M600US46060,"Tucson, AZ Metro Area",87,"261,600","+/-4,792"
R2510,310M600US46100,"Tullahoma-Manchester, TN Micro Area",87,"199,300","+/-11,908"
R2510,310M600US46140,"Tulsa, OK Metro Area",87,"186,100","+/-2,861"
R2510,310M600US46180,"Tupelo, MS Micro Area",87,"149,200","+/-10,125"
R2510,310M600US46220,"Tuscaloosa, AL Metro Area",87,"195,400","+/-10,400"
R2510,310M600US46300,"Twin Falls, ID Metro Area",87,"296,100","+/-19,580"
R2510,310M600US46340,"Tyler, TX Metro Area",87,"202,100","+/-12,418"
R2510,310M600US46380,"Ukiah, CA Micro Area",87,"419,600","+/-35,594"
R2510,310M600US46520,"Urban Honolulu, HI Metro Area",87,"781,600","+/-14,830"
R2510,310M600US46540,"Utica-Rome, NY Metro Area",87,"152,300","+/-5,657"
R2510,310M600US46660,"Valdosta, GA Metro Area",87,"166,000","+/-11,386"
R2510,310M600US46700,"Vallejo, CA Metro Area",87,"543,100","+/-14,222"
R2510,310M600US47020,"Victoria, TX Metro Area",87,"181,400","+/-15,228"
R2510,310M600US47220,"Vineland-Bridgeton, NJ Metro Area",87,"196,400","+/-10,503"
R2510,310M600US47260,"Virginia Beach-Norfolk-Newport News, VA-NC Metro Area",87,"284,800","+/-3,523"
R2510,310M600US47300,"Visalia, CA Metro Area",87,"276,400","+/-7,580"
R2510,310M600US47380,"Waco, TX Metro Area",87,"183,700","+/-11,429"
R2510,310M600US47460,"Walla Walla, WA Metro Area",87,"347,200","+/-19,365"
R2510,310M600US47580,"Warner Robins, GA Metro Area",87,"169,400","+/-8,695"
R2510,310M600US47700,"Warsaw, IN Micro Area",87,"180,200","+/-11,840"
R2510,310M600US47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",87,"497,800","+/-3,806"
R2510,310M600US47940,"Waterloo-Cedar Falls, IA Metro Area",87,"167,100","+/-4,272"
R2510,310M600US48020,"Watertown-Fort Atkinson, WI Micro Area",87,"241,400","+/-8,562"
R2510,310M600US48060,"Watertown-Fort Drum, NY Metro Area",87,"177,200","+/-13,819"
R2510,310M600US48140,"Wausau-Weston, WI Metro Area",87,"182,700","+/-7,400"
R2510,310M600US48260,"Weirton-Steubenville, WV-OH Metro Area",87,"116,100","+/-8,544"
R2510,310M600US48300,"Wenatchee, WA Metro Area",87,"406,200","+/-27,759"
R2510,310M600US48540,"Wheeling, WV-OH Metro Area",87,"131,000","+/-10,270"
R2510,310M600US48580,"Whitewater, WI Micro Area",87,"245,600","+/-8,032"
R2510,310M600US48620,"Wichita, KS Metro Area",87,"170,900","+/-3,865"
R2510,310M600US48660,"Wichita Falls, TX Metro Area",87,"127,000","+/-7,276"
R2510,310M600US48700,"Williamsport, PA Metro Area",87,"166,500","+/-6,179"
R2510,310M600US48900,"Wilmington, NC Metro Area",87,"302,700","+/-12,318"
R2510,310M600US48980,"Wilson, NC Micro Area",87,"141,400","+/-21,445"
R2510,310M600US49020,"Winchester, VA-WV Metro Area",87,"309,400","+/-16,164"
R2510,310M600US49180,"Winston-Salem, NC Metro Area",87,"193,100","+/-5,009"
R2510,310M600US49220,"Wisconsin Rapids-Marshfield, WI Micro Area",87,"158,600","+/-10,446"
R2510,310M600US49300,"Wooster, OH Micro Area",87,"184,400","+/-10,062"
R2510,310M600US49340,"Worcester, MA-CT Metro Area",87,"349,500","+/-4,682"
R2510,310M600US49420,"Yakima, WA Metro Area",87,"260,200","+/-11,741"
R2510,310M600US49500,"Yauco, PR Metro Area",87,"80,200","+/-3,665"
R2510,310M600US49620,"York-Hanover, PA Metro Area",87,"215,900","+/-5,924"
R2510,310M600US49660,"Youngstown-Warren-Boardman, OH-PA Metro Area",87,"131,200","+/-5,179"
R2510,310M600US49700,"Yuba City, CA Metro Area",87,"366,600","+/-9,831"
R2510,310M600US49740,"Yuma, AZ Metro Area",87,"170,400","+/-5,076"
R2510,310M600US49780,"Zanesville, OH Micro Area",87,"142,300","+/-11,972"
R2510,314M600US1446014454,"Boston, MA Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",87,"563,600","+/-8,344"
R2510,314M600US1446015764,"Cambridge-Newton-Framingham, MA Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",87,"602,100","+/-5,737"
R2510,314M600US1446040484,"Rockingham County-Strafford County, NH Metro Division; Boston-Cambridge-Newton, MA-NH Metro Area",87,"394,600","+/-8,500"
R2510,314M600US1698016984,"Chicago-Naperville-Evanston, IL Metro Division; Chicago-Naperville-Elgin, IL-IN-WI Metro Area",87,"290,400","+/-1,994"
R2510,314M600US1698020994,"Elgin, IL Metro Division; Chicago-Naperville-Elgin, IL-IN-WI Metro Area",87,"269,700","+/-4,777"
R2510,314M600US1698023844,"Gary, IN Metro Division; Chicago-Naperville-Elgin, IL-IN-WI Metro Area",87,"212,900","+/-5,330"
R2510,314M600US1698029404,"Lake County-Kenosha County, IL-WI Metro Division; Chicago-Naperville-Elgin, IL-IN-WI Metro Area",87,"283,200","+/-7,218"
R2510,314M600US1910019124,"Dallas-Plano-Irving, TX Metro Division; Dallas-Fort Worth-Arlington, TX Metro Area",87,"313,300","+/-3,588"
R2510,314M600US1910023104,"Fort Worth-Arlington-Grapevine, TX Metro Division; Dallas-Fort Worth-Arlington, TX Metro Area",87,"268,200","+/-3,551"
R2510,314M600US1982019804,"Detroit-Dearborn-Livonia, MI Metro Division; Detroit-Warren-Dearborn, MI Metro Area",87,"158,700","+/-2,626"
R2510,314M600US1982047664,"Warren-Troy-Farmington Hills, MI Metro Division; Detroit-Warren-Dearborn, MI Metro Area",87,"256,900","+/-2,804"
R2510,314M600US3108011244,"Anaheim-Santa Ana-Irvine, CA Metro Division; Los Angeles-Long Beach-Anaheim, CA Metro Area",87,"832,300","+/-6,938"
R2510,314M600US3108031084,"Los Angeles-Long Beach-Glendale, CA Metro Division; Los Angeles-Long Beach-Anaheim, CA Metro Area",87,"720,300","+/-4,483"
R2510,314M600US3310022744,"Fort Lauderdale-Pompano Beach-Sunrise, FL Metro Division; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",87,"346,100","+/-5,817"
R2510,314M600US3310033124,"Miami-Miami Beach-Kendall, FL Metro Division; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",87,"374,700","+/-4,235"
R2510,314M600US3310048424,"West Palm Beach-Boca Raton-Boynton Beach, FL Metro Division; Miami-Fort Lauderdale-Pompano Beach, FL Metro Area",87,"363,000","+/-6,175"
R2510,314M600US3562035004,"Nassau County-Suffolk County, NY Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",87,"556,500","+/-6,021"
R2510,314M600US3562035084,"Newark, NJ-PA Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",87,"442,500","+/-5,685"
R2510,314M600US3562035154,"New Brunswick-Lakewood, NJ Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",87,"414,100","+/-4,677"
R2510,314M600US3562035614,"New York-Jersey City-White Plains, NY-NJ Metro Division; New York-Newark-Jersey City, NY-NJ-PA Metro Area",87,"612,000","+/-3,888"
R2510,314M600US3798015804,"Camden, NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",87,"266,100","+/-3,968"
R2510,314M600US3798033874,"Montgomery County-Bucks County-Chester County, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",87,"388,000","+/-3,559"
R2510,314M600US3798037964,"Philadelphia, PA Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",87,"235,700","+/-3,972"
R2510,314M600US3798048864,"Wilmington, DE-MD-NJ Metro Division; Philadelphia-Camden-Wilmington, PA-NJ-DE-MD Metro Area",87,"294,700","+/-6,644"
R2510,314M600US4186036084,"Oakland-Berkeley-Livermore, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area",87,"886,800","+/-9,263"
R2510,314M600US4186041884,"San Francisco-San Mateo-Redwood City, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area",87,"1,362,400","+/-31,312"
R2510,314M600US4186042034,"San Rafael, CA Metro Division; San Francisco-Oakland-Berkeley, CA Metro Area",87,"1,314,100","+/-65,326"
R2510,314M600US4266042644,"Seattle-Bellevue-Kent, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",87,"699,600","+/-6,007"
R2510,314M600US4266045104,"Tacoma-Lakewood, WA Metro Division; Seattle-Tacoma-Bellevue, WA Metro Area",87,"464,400","+/-6,589"
R2510,314M600US4790023224,"Frederick-Gaithersburg-Rockville, MD Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",87,"514,500","+/-10,185"
R2510,314M600US4790047894,"Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Division; Washington-Arlington-Alexandria, DC-VA-MD-WV Metro Area",87,"494,600","+/-3,671"
R2510,330M600US104,"Albany-Schenectady, NY CSA",87,"229,500","+/-3,603"
R2510,330M600US106,"Albuquerque-Santa Fe-Las Vegas, NM CSA",87,"256,600","+/-5,229"
R2510,330M600US107,"Altoona-Huntingdon, PA CSA",87,"142,900","+/-7,705"
R2510,330M600US108,"Amarillo-Pampa-Borger, TX CSA",87,"158,800","+/-5,872"
R2510,330M600US118,"Appleton-Oshkosh-Neenah, WI CSA",87,"211,200","+/-6,737"
R2510,330M600US120,"Asheville-Marion-Brevard, NC CSA",87,"289,100","+/-11,418"
R2510,330M600US122,"Atlanta--Athens-Clarke County--Sandy Springs, GA-AL CSA",87,"292,700","+/-2,282"
R2510,330M600US140,"Bend-Prineville, OR CSA",87,"529,400","+/-31,934"
R2510,330M600US142,"Birmingham-Hoover-Talladega, AL CSA",87,"189,900","+/-6,139"
R2510,330M600US144,"Bloomington-Bedford, IN CSA",87,"193,800","+/-9,382"
R2510,330M600US145,"Bloomington-Pontiac, IL CSA",87,"169,900","+/-5,490"
R2510,330M600US146,"Bloomsburg-Berwick-Sunbury, PA CSA",87,"171,500","+/-3,586"
R2510,330M600US147,"Boise City-Mountain Home-Ontario, ID-OR CSA",87,"412,400","+/-9,261"
R2510,330M600US148,"Boston-Worcester-Providence, MA-RI-NH-CT CSA",87,"457,900","+/-2,413"
R2510,330M600US150,"Bowling Green-Glasgow, KY CSA",87,"176,900","+/-12,502"
R2510,330M600US154,"Brownsville-Harlingen-Raymondville, TX CSA",87,"98,900","+/-5,863"
R2510,330M600US160,"Buffalo-Cheektowaga-Olean, NY CSA",87,"185,500","+/-4,131"
R2510,330M600US161,"Burlington-Fort Madison-Keokuk, IA-IL-MO CSA",87,"118,900","+/-10,884"
R2510,330M600US162,"Burlington-South Burlington-Barre, VT CSA",87,"333,200","+/-9,134"
R2510,330M600US163,"Cape Coral-Fort Myers-Naples, FL CSA",87,"318,200","+/-6,833"
R2510,330M600US164,"Cape Girardeau-Sikeston, MO-IL CSA",87,"164,400","+/-8,068"
R2510,330M600US168,"Cedar Rapids-Iowa City, IA CSA",87,"210,700","+/-7,499"
R2510,330M600US170,"Charleston-Huntington-Ashland, WV-OH-KY CSA",87,"123,900","+/-4,443"
R2510,330M600US172,"Charlotte-Concord, NC-SC CSA",87,"278,000","+/-3,799"
R2510,330M600US174,"Chattanooga-Cleveland-Dalton, TN-GA CSA",87,"203,900","+/-5,117"
R2510,330M600US176,"Chicago-Naperville, IL-IN-WI CSA",87,"276,000","+/-1,838"
R2510,330M600US178,"Cincinnati-Wilmington-Maysville, OH-KY-IN CSA",87,"216,700","+/-2,886"
R2510,330M600US184,"Cleveland-Akron-Canton, OH CSA",87,"176,100","+/-2,190"
R2510,330M600US188,"Clovis-Portales, NM CSA",87,"149,000","+/-18,960"
R2510,330M600US190,"Columbia-Moberly-Mexico, MO CSA",87,"196,000","+/-12,346"
R2510,330M600US192,"Columbia-Orangeburg-Newberry, SC CSA",87,"176,300","+/-5,580"
R2510,330M600US194,"Columbus-Auburn-Opelika, GA-AL CSA",87,"181,000","+/-11,634"
R2510,330M600US198,"Columbus-Marion-Zanesville, OH CSA",87,"234,900","+/-3,217"
R2510,330M600US200,"Columbus-West Point, MS CSA",87,"144,200","+/-24,523"
R2510,330M600US204,"Corpus Christi-Kingsville-Alice, TX CSA",87,"165,800","+/-4,377"
R2510,330M600US206,"Dallas-Fort Worth, TX-OK CSA",87,"289,100","+/-2,069"
R2510,330M600US209,"Davenport-Moline, IA-IL CSA",87,"152,700","+/-4,756"
R2510,330M600US212,"Dayton-Springfield-Kettering, OH CSA",87,"166,600","+/-2,849"
R2510,330M600US216,"Denver-Aurora, CO CSA",87,"514,100","+/-5,157"
R2510,330M600US217,"DeRidder-Fort Polk South, LA CSA",87,"142,900","+/-10,341"
R2510,330M600US218,"Des Moines-Ames-West Des Moines, IA CSA",87,"223,100","+/-4,247"
R2510,330M600US220,"Detroit-Warren-Ann Arbor, MI CSA",87,"218,000","+/-2,111"
R2510,330M600US221,"Dixon-Sterling, IL CSA",87,"120,700","+/-6,749"
R2510,330M600US222,"Dothan-Ozark, AL CSA",87,"145,100","+/-8,379"
R2510,330M600US232,"Eau Claire-Menomonie, WI CSA",87,"221,200","+/-5,530"
R2510,330M600US233,"Edwards-Glenwood Springs, CO CSA",87,"571,300","+/-66,455"
R2510,330M600US236,"Elmira-Corning, NY CSA",87,"125,300","+/-7,064"
R2510,330M600US238,"El Paso-Las Cruces, TX-NM CSA",87,"153,900","+/-3,211"
R2510,330M600US240,"Erie-Meadville, PA CSA",87,"147,100","+/-5,506"
R2510,330M600US244,"Fargo-Wahpeton, ND-MN CSA",87,"241,700","+/-7,749"
R2510,330M600US246,"Fayetteville-Sanford-Lumberton, NC CSA",87,"166,300","+/-4,059"
R2510,330M600US258,"Fort Wayne-Huntington-Auburn, IN CSA",87,"165,100","+/-2,942"
R2510,330M600US260,"Fresno-Madera-Hanford, CA CSA",87,"328,300","+/-6,221"
R2510,330M600US264,"Gainesville-Lake City, FL CSA",87,"208,400","+/-11,753"
R2510,330M600US266,"Grand Rapids-Kentwood-Muskegon, MI CSA",87,"230,600","+/-3,123"
R2510,330M600US267,"Green Bay-Shawano, WI CSA",87,"216,500","+/-6,580"
R2510,330M600US268,"Greensboro--Winston-Salem--High Point, NC CSA",87,"186,700","+/-3,537"
R2510,330M600US272,"Greenville-Kinston-Washington, NC CSA",87,"150,400","+/-8,369"
R2510,330M600US273,"Greenville-Spartanburg-Anderson, SC CSA",87,"203,700","+/-3,802"
R2510,330M600US276,"Harrisburg-York-Lebanon, PA CSA",87,"218,900","+/-3,079"
R2510,330M600US277,"Harrisonburg-Staunton, VA CSA",87,"257,000","+/-9,682"
R2510,330M600US278,"Hartford-East Hartford, CT CSA",87,"280,400","+/-3,223"
R2510,330M600US279,"Hattiesburg-Laurel, MS CSA",87,"137,500","+/-11,184"
R2510,330M600US284,"Hot Springs-Malvern, AR CSA",87,"151,100","+/-9,729"
R2510,330M600US288,"Houston-The Woodlands, TX CSA",87,"250,400","+/-3,119"
R2510,330M600US290,"Huntsville-Decatur, AL CSA",87,"226,700","+/-6,951"
R2510,330M600US292,"Idaho Falls-Rexburg-Blackfoot, ID CSA",87,"307,700","+/-12,242"
R2510,330M600US294,"Indianapolis-Carmel-Muncie, IN CSA",87,"209,200","+/-3,668"
R2510,330M600US296,"Ithaca-Cortland, NY CSA",87,"201,900","+/-14,663"
R2510,330M600US297,"Jackson-Brownsville, TN CSA",87,"156,600","+/-10,008"
R2510,330M600US298,"Jackson-Vicksburg-Brookhaven, MS CSA",87,"171,700","+/-5,730"
R2510,330M600US300,"Jacksonville-St. Marys-Palatka, FL-GA CSA",87,"271,400","+/-4,828"
R2510,330M600US304,"Johnson City-Kingsport-Bristol, TN-VA CSA",87,"170,900","+/-4,652"
R2510,330M600US306,"Johnstown-Somerset, PA CSA",87,"107,000","+/-5,189"
R2510,330M600US308,"Jonesboro-Paragould, AR CSA",87,"162,000","+/-7,455"
R2510,330M600US309,"Joplin-Miami, MO-OK CSA",87,"145,500","+/-9,946"
R2510,330M600US310,"Kalamazoo-Battle Creek-Portage, MI CSA",87,"174,700","+/-3,790"
R2510,330M600US312,"Kansas City-Overland Park-Kansas City, MO-KS CSA",87,"239,300","+/-2,906"
R2510,330M600US313,"Kennewick-Richland-Walla Walla, WA CSA",87,"339,800","+/-7,063"
R2510,330M600US314,"Kerrville-Fredericksburg, TX CSA",87,"268,200","+/-23,738"
R2510,330M600US315,"Knoxville-Morristown-Sevierville, TN CSA",87,"222,300","+/-4,395"
R2510,330M600US316,"Kokomo-Peru, IN CSA",87,"139,700","+/-10,266"
R2510,330M600US318,"Lafayette-Opelousas-Morgan City, LA CSA",87,"171,500","+/-6,140"
R2510,330M600US320,"Lafayette-West Lafayette-Frankfort, IN CSA",87,"180,000","+/-8,285"
R2510,330M600US324,"Lake Charles-Jennings, LA CSA",87,"200,700","+/-16,497"
R2510,330M600US332,"Las Vegas-Henderson, NV CSA",87,"362,000","+/-3,098"
R2510,330M600US336,"Lexington-Fayette--Richmond--Frankfort, KY CSA",87,"213,800","+/-5,154"
R2510,330M600US338,"Lima-Van Wert-Celina, OH CSA",87,"152,800","+/-5,043"
R2510,330M600US339,"Lincoln-Beatrice, NE CSA",87,"230,500","+/-6,839"
R2510,330M600US340,"Little Rock-North Little Rock, AR CSA",87,"174,100","+/-4,213"
R2510,330M600US348,"Los Angeles-Long Beach, CA CSA",87,"655,800","+/-2,820"
R2510,330M600US350,"Louisville/Jefferson County--Elizabethtown--Bardstown, KY-IN CSA",87,"214,400","+/-3,876"
R2510,330M600US352,"Lubbock-Plainview-Levelland, TX CSA",87,"166,000","+/-4,905"
R2510,330M600US356,"Macon-Bibb County--Warner Robins, GA CSA",87,"163,600","+/-4,776"
R2510,330M600US357,"Madison-Janesville-Beloit, WI CSA",87,"287,700","+/-3,943"
R2510,330M600US359,"Mankato-New Ulm, MN CSA",87,"205,900","+/-10,752"
R2510,330M600US360,"Mansfield-Ashland-Bucyrus, OH CSA",87,"144,100","+/-6,383"
R2510,330M600US361,"Marinette-Iron Mountain, WI-MI CSA",87,"123,000","+/-8,138"
R2510,330M600US364,"Mayagüez-San Germán, PR CSA",87,"101,800","+/-3,956"
R2510,330M600US365,"McAllen-Edinburg, TX CSA",87,"105,200","+/-5,319"
R2510,330M600US366,"Medford-Grants Pass, OR CSA",87,"369,500","+/-11,809"
R2510,330M600US368,"Memphis-Forrest City, TN-MS-AR CSA",87,"210,600","+/-5,562"
R2510,330M600US370,"Miami-Port St. Lucie-Fort Lauderdale, FL CSA",87,"353,700","+/-2,547"
R2510,330M600US372,"Midland-Odessa, TX CSA",87,"230,800","+/-12,298"
R2510,330M600US376,"Milwaukee-Racine-Waukesha, WI CSA",87,"255,300","+/-3,122"
R2510,330M600US378,"Minneapolis-St. Paul, MN-WI CSA",87,"321,000","+/-2,070"
R2510,330M600US380,"Mobile-Daphne-Fairhope, AL CSA",87,"192,900","+/-5,952"
R2510,330M600US384,"Monroe-Ruston, LA CSA",87,"163,200","+/-10,126"
R2510,330M600US388,"Montgomery-Selma-Alexander City, AL CSA",87,"152,300","+/-6,841"
R2510,330M600US390,"Morgantown-Fairmont, WV CSA",87,"178,500","+/-10,468"
R2510,330M600US393,"Moses Lake-Othello, WA CSA",87,"271,300","+/-16,023"
R2510,330M600US394,"Mount Pleasant-Alma, MI CSA",87,"144,500","+/-8,315"
R2510,330M600US396,"Myrtle Beach-Conway, SC-NC CSA",87,"241,500","+/-5,566"
R2510,330M600US400,"Nashville-Davidson--Murfreesboro, TN CSA",87,"335,900","+/-4,381"
R2510,330M600US404,"New Bern-Morehead City, NC CSA",87,"212,200","+/-11,563"
R2510,330M600US406,"New Orleans-Metairie-Hammond, LA-MS CSA",87,"222,700","+/-3,867"
R2510,330M600US408,"New York-Newark, NY-NJ-CT-PA CSA",87,"487,300","+/-2,216"
R2510,330M600US412,"North Port-Sarasota, FL CSA",87,"305,400","+/-7,648"
R2510,330M600US416,"Oklahoma City-Shawnee, OK CSA",87,"188,200","+/-3,621"
R2510,330M600US420,"Omaha-Council Bluffs-Fremont, NE-IA CSA",87,"228,600","+/-3,526"
R2510,330M600US422,"Orlando-Lakeland-Deltona, FL CSA",87,"276,100","+/-2,553"
R2510,330M600US424,"Paducah-Mayfield, KY-IL CSA",87,"150,300","+/-12,642"
R2510,330M600US425,"Parkersburg-Marietta-Vienna, WV-OH CSA",87,"146,000","+/-10,100"
R2510,330M600US426,"Pensacola-Ferry Pass, FL-AL CSA",87,"236,700","+/-7,672"
R2510,330M600US428,"Philadelphia-Reading-Camden, PA-NJ-DE-MD CSA",87,"289,700","+/-1,856"
R2510,330M600US429,"Phoenix-Mesa, AZ CSA",87,"372,700","+/-3,125"
R2510,330M600US430,"Pittsburgh-New Castle-Weirton, PA-OH-WV CSA",87,"180,700","+/-2,428"
R2510,330M600US434,"Ponce-Yauco-Coamo, PR CSA",87,"93,700","+/-1,985"
R2510,330M600US438,"Portland-Lewiston-South Portland, ME CSA",87,"331,700","+/-7,079"
R2510,330M600US440,"Portland-Vancouver-Salem, OR-WA CSA",87,"456,300","+/-3,600"
R2510,330M600US444,"Pueblo-Cañon City, CO CSA",87,"255,300","+/-11,858"
R2510,330M600US446,"Pullman-Moscow, WA-ID CSA",87,"315,100","+/-18,735"
R2510,330M600US448,"Quincy-Hannibal, IL-MO CSA",87,"141,000","+/-10,223"
R2510,330M600US450,"Raleigh-Durham-Cary, NC CSA",87,"334,100","+/-4,834"
R2510,330M600US452,"Rapid City-Spearfish, SD CSA",87,"250,700","+/-12,737"
R2510,330M600US454,"Redding-Red Bluff, CA CSA",87,"315,100","+/-11,149"
R2510,330M600US456,"Reno-Carson City-Fernley, NV CSA",87,"444,600","+/-5,962"
R2510,330M600US458,"Richmond-Connersville, IN CSA",87,"119,800","+/-7,061"
R2510,330M600US462,"Rochester-Austin, MN CSA",87,"250,600","+/-7,737"
R2510,330M600US464,"Rochester-Batavia-Seneca Falls, NY CSA",87,"169,000","+/-1,801"
R2510,330M600US466,"Rockford-Freeport-Rochelle, IL CSA",87,"147,700","+/-4,233"
R2510,330M600US468,"Rocky Mount-Wilson-Roanoke Rapids, NC CSA",87,"137,300","+/-10,608"
R2510,330M600US472,"Sacramento-Roseville, CA CSA",87,"503,500","+/-7,409"
R2510,330M600US474,"Saginaw-Midland-Bay City, MI CSA",87,"135,500","+/-4,207"
R2510,330M600US476,"St. Louis-St. Charles-Farmington, MO-IL CSA",87,"212,100","+/-2,663"
R2510,330M600US480,"Salisbury-Cambridge, MD-DE CSA",87,"287,500","+/-7,785"
R2510,330M600US482,"Salt Lake City-Provo-Orem, UT CSA",87,"438,900","+/-4,125"
R2510,330M600US484,"San Antonio-New Braunfels-Pearsall, TX CSA",87,"232,800","+/-3,112"
